Textbox2,Textbox7
United States of America,© World Health Organization 2020

AH5_label,AH5_Chart01_CategoryGroup_label,AH5_Chart01_CategoryGroup_Chart01_CategoryGroup1_label,AH5_Chart01_CategoryGroup_Chart01_CategoryGroup1_Value_DataValue0,AH1_label,AH1_Chart01_CategoryGroup_Chart01_CategoryGroup1_Value_DataValue0,AH1N12009_label,AH1N12009_Chart01_CategoryGroup_Chart01_CategoryGroup1_Value_DataValue0,AH3_label,AH3_Chart01_CategoryGroup_Chart01_CategoryGroup1_Value_DataValue0,ANOTSUBTYPED_label,ANOTSUBTYPED_Chart01_CategoryGroup_Chart01_CategoryGroup1_Value_DataValue0,BYAMAGATA_label,BYAMAGATA_Chart01_CategoryGroup_Chart01_CategoryGroup1_Value_DataValue0,BVICTORIA_label,BVICTORIA_Chart01_CategoryGroup_Chart01_CategoryGroup1_Value_DataValue0,BNOTDETERMINED_label,BNOTDETERMINED_Chart01_CategoryGroup_Chart01_CategoryGroup1_Value_DataValue0
AH5,2015,32,0,AH1,0,AH1N12009,4,AH3,50,ANOTSUBTYPED,20,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,17
AH5,2015,33,0,AH1,0,AH1N12009,3,AH3,33,ANOTSUBTYPED,30,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,13
AH5,2015,34,0,AH1,0,AH1N12009,2,AH3,53,ANOTSUBTYPED,25,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,16
AH5,2015,35,0,AH1,0,AH1N12009,3,AH3,42,ANOTSUBTYPED,33,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,20
AH5,2015,36,0,AH1,0,AH1N12009,3,AH3,63,ANOTSUBTYPED,41,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,27
AH5,2015,37,0,AH1,0,AH1N12009,1,AH3,70,ANOTSUBTYPED,32,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,28
AH5,2015,38,0,AH1,0,AH1N12009,3,AH3,76,ANOTSUBTYPED,55,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,33
AH5,2015,39,0,AH1,0,AH1N12009,0,AH3,27,ANOTSUBTYPED,55,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,33
AH5,2015,40,0,AH1,0,AH1N12009,6,AH3,17,ANOTSUBTYPED,50,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,32
AH5,2015,41,,AH1,0,AH1N12009,4,AH3,65,ANOTSUBTYPED,86,BYAMAGATA,1,BVICTORIA,0,BNOTDETERMINED,53
AH5,2015,42,,AH1,0,AH1N12009,5,AH3,41,ANOTSUBTYPED,118,BYAMAGATA,0,BVICTORIA,3,BNOTDETERMINED,61
AH5,2015,43,,AH1,0,AH1N12009,10,AH3,50,ANOTSUBTYPED,98,BYAMAGATA,2,BVICTORIA,3,BNOTDETERMINED,60
AH5,2015,44,,AH1,0,AH1N12009,9,AH3,31,ANOTSUBTYPED,102,BYAMAGATA,4,BVICTORIA,1,BNOTDETERMINED,61
AH5,2015,45,,AH1,0,AH1N12009,4,AH3,23,ANOTSUBTYPED,101,BYAMAGATA,4,BVICTORIA,1,BNOTDETERMINED,77
AH5,2015,46,,AH1,0,AH1N12009,11,AH3,34,ANOTSUBTYPED,123,BYAMAGATA,2,BVICTORIA,4,BNOTDETERMINED,96
AH5,2015,47,,AH1,0,AH1N12009,17,AH3,42,ANOTSUBTYPED,85,BYAMAGATA,4,BVICTORIA,0,BNOTDETERMINED,102
AH5,2015,48,,AH1,0,AH1N12009,17,AH3,24,ANOTSUBTYPED,119,BYAMAGATA,9,BVICTORIA,3,BNOTDETERMINED,96
AH5,2015,49,,AH1,0,AH1N12009,27,AH3,36,ANOTSUBTYPED,148,BYAMAGATA,12,BVICTORIA,3,BNOTDETERMINED,90
AH5,2015,50,,AH1,0,AH1N12009,38,AH3,37,ANOTSUBTYPED,143,BYAMAGATA,11,BVICTORIA,2,BNOTDETERMINED,117
AH5,2015,51,,AH1,0,AH1N12009,69,AH3,39,ANOTSUBTYPED,244,BYAMAGATA,19,BVICTORIA,4,BNOTDETERMINED,202
AH5,2015,52,,AH1,0,AH1N12009,89,AH3,33,ANOTSUBTYPED,221,BYAMAGATA,28,BVICTORIA,3,BNOTDETERMINED,178
AH5,2015,53,,AH1,0,AH1N12009,146,AH3,56,ANOTSUBTYPED,265,BYAMAGATA,35,BVICTORIA,9,BNOTDETERMINED,213
AH5,2016,1,,AH1,0,AH1N12009,232,AH3,68,ANOTSUBTYPED,398,BYAMAGATA,52,BVICTORIA,12,BNOTDETERMINED,198
AH5,2016,2,,AH1,0,AH1N12009,256,AH3,89,ANOTSUBTYPED,576,BYAMAGATA,60,BVICTORIA,23,BNOTDETERMINED,271
AH5,2016,3,,AH1,0,AH1N12009,361,AH3,100,ANOTSUBTYPED,729,BYAMAGATA,83,BVICTORIA,25,BNOTDETERMINED,360
AH5,2016,4,,AH1,0,AH1N12009,526,AH3,160,ANOTSUBTYPED,1050,BYAMAGATA,104,BVICTORIA,28,BNOTDETERMINED,509
AH5,2016,5,,AH1,0,AH1N12009,672,AH3,171,ANOTSUBTYPED,1585,BYAMAGATA,143,BVICTORIA,62,BNOTDETERMINED,685
AH5,2016,6,,AH1,0,AH1N12009,891,AH3,236,ANOTSUBTYPED,2282,BYAMAGATA,206,BVICTORIA,71,BNOTDETERMINED,1025
AH5,2016,7,,AH1,0,AH1N12009,1340,AH3,256,ANOTSUBTYPED,3154,BYAMAGATA,309,BVICTORIA,103,BNOTDETERMINED,1271
AH5,2016,8,,AH1,0,AH1N12009,1672,AH3,232,ANOTSUBTYPED,4438,BYAMAGATA,383,BVICTORIA,156,BNOTDETERMINED,1491
AH5,2016,9,,AH1,0,AH1N12009,1886,AH3,313,ANOTSUBTYPED,5555,BYAMAGATA,347,BVICTORIA,143,BNOTDETERMINED,1840
AH5,2016,10,,AH1,0,AH1N12009,2173,AH3,313,ANOTSUBTYPED,6726,BYAMAGATA,333,BVICTORIA,162,BNOTDETERMINED,2264
AH5,2016,11,,AH1,0,AH1N12009,1514,AH3,213,ANOTSUBTYPED,5071,BYAMAGATA,278,BVICTORIA,154,BNOTDETERMINED,1975
AH5,2016,12,,AH1,0,AH1N12009,1058,AH3,198,ANOTSUBTYPED,3938,BYAMAGATA,207,BVICTORIA,117,BNOTDETERMINED,1837
AH5,2016,13,,AH1,0,AH1N12009,807,AH3,180,ANOTSUBTYPED,2998,BYAMAGATA,211,BVICTORIA,127,BNOTDETERMINED,1722
AH5,2016,14,,AH1,0,AH1N12009,534,AH3,135,ANOTSUBTYPED,2004,BYAMAGATA,163,BVICTORIA,106,BNOTDETERMINED,1563
AH5,2016,15,,AH1,0,AH1N12009,383,AH3,117,ANOTSUBTYPED,1522,BYAMAGATA,162,BVICTORIA,88,BNOTDETERMINED,1512
AH5,2016,16,,AH1,0,AH1N12009,276,AH3,127,ANOTSUBTYPED,1139,BYAMAGATA,163,BVICTORIA,86,BNOTDETERMINED,1487
AH5,2016,17,,AH1,0,AH1N12009,167,AH3,98,ANOTSUBTYPED,706,BYAMAGATA,119,BVICTORIA,78,BNOTDETERMINED,1237
AH5,2016,18,,AH1,0,AH1N12009,77,AH3,59,ANOTSUBTYPED,429,BYAMAGATA,82,BVICTORIA,53,BNOTDETERMINED,902
AH5,2016,19,,AH1,0,AH1N12009,53,AH3,62,ANOTSUBTYPED,282,BYAMAGATA,71,BVICTORIA,36,BNOTDETERMINED,715
AH5,2016,20,,AH1,0,AH1N12009,35,AH3,77,ANOTSUBTYPED,228,BYAMAGATA,50,BVICTORIA,14,BNOTDETERMINED,549
AH5,2016,21,,AH1,0,AH1N12009,16,AH3,44,ANOTSUBTYPED,141,BYAMAGATA,32,BVICTORIA,22,BNOTDETERMINED,438
AH5,2016,22,,AH1,0,AH1N12009,4,AH3,13,ANOTSUBTYPED,83,BYAMAGATA,35,BVICTORIA,14,BNOTDETERMINED,250
AH5,2016,23,,AH1,0,AH1N12009,5,AH3,15,ANOTSUBTYPED,71,BYAMAGATA,17,BVICTORIA,6,BNOTDETERMINED,221
AH5,2016,24,,AH1,0,AH1N12009,7,AH3,18,ANOTSUBTYPED,59,BYAMAGATA,10,BVICTORIA,6,BNOTDETERMINED,100
AH5,2016,25,,AH1,0,AH1N12009,5,AH3,22,ANOTSUBTYPED,44,BYAMAGATA,11,BVICTORIA,9,BNOTDETERMINED,93
AH5,2016,26,,AH1,0,AH1N12009,3,AH3,18,ANOTSUBTYPED,29,BYAMAGATA,9,BVICTORIA,6,BNOTDETERMINED,55
AH5,2016,27,,AH1,0,AH1N12009,2,AH3,18,ANOTSUBTYPED,24,BYAMAGATA,9,BVICTORIA,5,BNOTDETERMINED,35
AH5,2016,28,,AH1,0,AH1N12009,1,AH3,21,ANOTSUBTYPED,25,BYAMAGATA,11,BVICTORIA,2,BNOTDETERMINED,34
AH5,2016,29,,AH1,0,AH1N12009,2,AH3,18,ANOTSUBTYPED,25,BYAMAGATA,10,BVICTORIA,0,BNOTDETERMINED,30
AH5,2016,30,,AH1,0,AH1N12009,2,AH3,38,ANOTSUBTYPED,20,BYAMAGATA,10,BVICTORIA,2,BNOTDETERMINED,27
AH5,2016,31,,AH1,0,AH1N12009,1,AH3,45,ANOTSUBTYPED,35,BYAMAGATA,4,BVICTORIA,1,BNOTDETERMINED,20
AH5,2016,32,,AH1,0,AH1N12009,6,AH3,28,ANOTSUBTYPED,22,BYAMAGATA,12,BVICTORIA,3,BNOTDETERMINED,31
AH5,2016,33,,AH1,0,AH1N12009,1,AH3,29,ANOTSUBTYPED,27,BYAMAGATA,7,BVICTORIA,1,BNOTDETERMINED,24
AH5,2016,34,,AH1,0,AH1N12009,5,AH3,28,ANOTSUBTYPED,63,BYAMAGATA,6,BVICTORIA,2,BNOTDETERMINED,27
AH5,2016,35,,AH1,0,AH1N12009,7,AH3,33,ANOTSUBTYPED,78,BYAMAGATA,2,BVICTORIA,4,BNOTDETERMINED,46
AH5,2016,36,,AH1,0,AH1N12009,3,AH3,45,ANOTSUBTYPED,57,BYAMAGATA,3,BVICTORIA,1,BNOTDETERMINED,62
AH5,2016,37,,AH1,0,AH1N12009,8,AH3,55,ANOTSUBTYPED,76,BYAMAGATA,6,BVICTORIA,4,BNOTDETERMINED,68
AH5,2016,38,,AH1,0,AH1N12009,6,AH3,77,ANOTSUBTYPED,97,BYAMAGATA,5,BVICTORIA,3,BNOTDETERMINED,75
AH5,2016,39,,AH1,0,AH1N12009,5,AH3,73,ANOTSUBTYPED,107,BYAMAGATA,0,BVICTORIA,11,BNOTDETERMINED,88
AH5,2016,40,,AH1,0,AH1N12009,9,AH3,87,ANOTSUBTYPED,120,BYAMAGATA,4,BVICTORIA,5,BNOTDETERMINED,91
AH5,2016,41,,AH1,0,AH1N12009,11,AH3,81,ANOTSUBTYPED,108,BYAMAGATA,6,BVICTORIA,7,BNOTDETERMINED,86
AH5,2016,42,,AH1,0,AH1N12009,12,AH3,134,ANOTSUBTYPED,117,BYAMAGATA,10,BVICTORIA,8,BNOTDETERMINED,98
AH5,2016,43,,AH1,0,AH1N12009,13,AH3,130,ANOTSUBTYPED,144,BYAMAGATA,3,BVICTORIA,3,BNOTDETERMINED,94
AH5,2016,44,,AH1,0,AH1N12009,12,AH3,122,ANOTSUBTYPED,204,BYAMAGATA,7,BVICTORIA,10,BNOTDETERMINED,121
AH5,2016,45,,AH1,0,AH1N12009,5,AH3,155,ANOTSUBTYPED,272,BYAMAGATA,1,BVICTORIA,6,BNOTDETERMINED,126
AH5,2016,46,,AH1,0,AH1N12009,9,AH3,189,ANOTSUBTYPED,349,BYAMAGATA,1,BVICTORIA,7,BNOTDETERMINED,157
AH5,2016,47,,AH1,0,AH1N12009,5,AH3,164,ANOTSUBTYPED,465,BYAMAGATA,3,BVICTORIA,4,BNOTDETERMINED,179
AH5,2016,48,,AH1,0,AH1N12009,13,AH3,318,ANOTSUBTYPED,543,BYAMAGATA,5,BVICTORIA,17,BNOTDETERMINED,201
AH5,2016,49,,AH1,0,AH1N12009,14,AH3,479,ANOTSUBTYPED,699,BYAMAGATA,7,BVICTORIA,20,BNOTDETERMINED,183
AH5,2016,50,,AH1,0,AH1N12009,18,AH3,750,ANOTSUBTYPED,1368,BYAMAGATA,18,BVICTORIA,27,BNOTDETERMINED,226
AH5,2016,51,,AH1,0,AH1N12009,29,AH3,1016,ANOTSUBTYPED,2574,BYAMAGATA,28,BVICTORIA,38,BNOTDETERMINED,357
AH5,2016,52,,AH1,0,AH1N12009,32,AH3,1676,ANOTSUBTYPED,4301,BYAMAGATA,37,BVICTORIA,59,BNOTDETERMINED,401
AH5,2017,1,,AH1,0,AH1N12009,53,AH3,2067,ANOTSUBTYPED,4301,BYAMAGATA,60,BVICTORIA,47,BNOTDETERMINED,405
AH5,2017,2,,AH1,0,AH1N12009,49,AH3,2210,ANOTSUBTYPED,4965,BYAMAGATA,76,BVICTORIA,49,BNOTDETERMINED,501
AH5,2017,3,,AH1,0,AH1N12009,57,AH3,2253,ANOTSUBTYPED,6086,BYAMAGATA,104,BVICTORIA,69,BNOTDETERMINED,681
AH5,2017,4,,AH1,0,AH1N12009,47,AH3,2431,ANOTSUBTYPED,6283,BYAMAGATA,123,BVICTORIA,71,BNOTDETERMINED,827
AH5,2017,5,,AH1,0,AH1N12009,51,AH3,2596,ANOTSUBTYPED,7809,BYAMAGATA,182,BVICTORIA,96,BNOTDETERMINED,1147
AH5,2017,6,,AH1,0,AH1N12009,71,AH3,2975,ANOTSUBTYPED,9725,BYAMAGATA,240,BVICTORIA,126,BNOTDETERMINED,1937
AH5,2017,7,,AH1,0,AH1N12009,68,AH3,2617,ANOTSUBTYPED,9563,BYAMAGATA,300,BVICTORIA,152,BNOTDETERMINED,2656
AH5,2017,8,,AH1,0,AH1N12009,87,AH3,2364,ANOTSUBTYPED,8775,BYAMAGATA,357,BVICTORIA,159,BNOTDETERMINED,3041
AH5,2017,9,,AH1,0,AH1N12009,54,AH3,1492,ANOTSUBTYPED,5618,BYAMAGATA,358,BVICTORIA,149,BNOTDETERMINED,2491
AH5,2017,10,,AH1,0,AH1N12009,50,AH3,1256,ANOTSUBTYPED,4647,BYAMAGATA,389,BVICTORIA,138,BNOTDETERMINED,2892
AH5,2017,11,,AH1,0,AH1N12009,28,AH3,909,ANOTSUBTYPED,3806,BYAMAGATA,440,BVICTORIA,141,BNOTDETERMINED,3295
AH5,2017,12,,AH1,0,AH1N12009,31,AH3,843,ANOTSUBTYPED,3225,BYAMAGATA,523,BVICTORIA,193,BNOTDETERMINED,3839
AH5,2017,13,,AH1,0,AH1N12009,27,AH3,655,ANOTSUBTYPED,2348,BYAMAGATA,576,BVICTORIA,143,BNOTDETERMINED,3876
AH5,2017,14,,AH1,0,AH1N12009,17,AH3,374,ANOTSUBTYPED,1447,BYAMAGATA,450,BVICTORIA,117,BNOTDETERMINED,3119
AH5,2017,15,,AH1,0,AH1N12009,5,AH3,221,ANOTSUBTYPED,903,BYAMAGATA,383,BVICTORIA,66,BNOTDETERMINED,2364
AH5,2017,16,,AH1,0,AH1N12009,11,AH3,144,ANOTSUBTYPED,569,BYAMAGATA,250,BVICTORIA,54,BNOTDETERMINED,1656
AH5,2017,17,,AH1,0,AH1N12009,7,AH3,133,ANOTSUBTYPED,328,BYAMAGATA,181,BVICTORIA,51,BNOTDETERMINED,995
AH5,2017,18,,AH1,0,AH1N12009,5,AH3,83,ANOTSUBTYPED,254,BYAMAGATA,131,BVICTORIA,31,BNOTDETERMINED,749
AH5,2017,19,,AH1,0,AH1N12009,3,AH3,97,ANOTSUBTYPED,234,BYAMAGATA,117,BVICTORIA,38,BNOTDETERMINED,620
AH5,2017,20,,AH1,0,AH1N12009,5,AH3,63,ANOTSUBTYPED,217,BYAMAGATA,114,BVICTORIA,33,BNOTDETERMINED,512
AH5,2017,21,,AH1,0,AH1N12009,6,AH3,41,ANOTSUBTYPED,180,BYAMAGATA,80,BVICTORIA,26,BNOTDETERMINED,401
AH5,2017,22,,AH1,0,AH1N12009,1,AH3,39,ANOTSUBTYPED,171,BYAMAGATA,60,BVICTORIA,51,BNOTDETERMINED,331
AH5,2017,23,,AH1,0,AH1N12009,5,AH3,33,ANOTSUBTYPED,136,BYAMAGATA,63,BVICTORIA,22,BNOTDETERMINED,244
AH5,2017,24,,AH1,0,AH1N12009,8,AH3,43,ANOTSUBTYPED,132,BYAMAGATA,45,BVICTORIA,11,BNOTDETERMINED,171
AH5,2017,25,,AH1,0,AH1N12009,5,AH3,40,ANOTSUBTYPED,107,BYAMAGATA,31,BVICTORIA,11,BNOTDETERMINED,125
AH5,2017,26,,AH1,0,AH1N12009,5,AH3,39,ANOTSUBTYPED,95,BYAMAGATA,21,BVICTORIA,4,BNOTDETERMINED,103
AH5,2017,27,,AH1,0,AH1N12009,10,AH3,29,ANOTSUBTYPED,75,BYAMAGATA,7,BVICTORIA,7,BNOTDETERMINED,83
AH5,2017,28,,AH1,0,AH1N12009,4,AH3,31,ANOTSUBTYPED,92,BYAMAGATA,9,BVICTORIA,5,BNOTDETERMINED,79
AH5,2017,29,,AH1,0,AH1N12009,8,AH3,26,ANOTSUBTYPED,87,BYAMAGATA,7,BVICTORIA,0,BNOTDETERMINED,54
AH5,2017,30,,AH1,0,AH1N12009,7,AH3,31,ANOTSUBTYPED,76,BYAMAGATA,21,BVICTORIA,1,BNOTDETERMINED,53
AH5,2017,31,,AH1,0,AH1N12009,8,AH3,41,ANOTSUBTYPED,96,BYAMAGATA,8,BVICTORIA,0,BNOTDETERMINED,38
AH5,2017,32,,AH1,0,AH1N12009,6,AH3,42,ANOTSUBTYPED,77,BYAMAGATA,20,BVICTORIA,0,BNOTDETERMINED,62
AH5,2017,33,,AH1,0,AH1N12009,5,AH3,32,ANOTSUBTYPED,65,BYAMAGATA,9,BVICTORIA,0,BNOTDETERMINED,41
AH5,2017,34,,AH1,0,AH1N12009,6,AH3,54,ANOTSUBTYPED,82,BYAMAGATA,9,BVICTORIA,1,BNOTDETERMINED,47
AH5,2017,35,,AH1,0,AH1N12009,18,AH3,64,ANOTSUBTYPED,121,BYAMAGATA,0,BVICTORIA,0,BNOTDETERMINED,69
AH5,2017,36,,AH1,0,AH1N12009,12,AH3,105,ANOTSUBTYPED,130,BYAMAGATA,13,BVICTORIA,0,BNOTDETERMINED,71
AH5,2017,37,,AH1,0,AH1N12009,8,AH3,109,ANOTSUBTYPED,148,BYAMAGATA,17,BVICTORIA,2,BNOTDETERMINED,86
AH5,2017,38,,AH1,0,AH1N12009,2,AH3,101,ANOTSUBTYPED,140,BYAMAGATA,18,BVICTORIA,1,BNOTDETERMINED,85
AH5,2017,39,,AH1,0,AH1N12009,10,AH3,119,ANOTSUBTYPED,156,BYAMAGATA,10,BVICTORIA,0,BNOTDETERMINED,80
AH5,2017,40,,AH1,0,AH1N12009,13,AH3,123,ANOTSUBTYPED,233,BYAMAGATA,16,BVICTORIA,0,BNOTDETERMINED,117
AH5,2017,41,,AH1,0,AH1N12009,14,AH3,143,ANOTSUBTYPED,256,BYAMAGATA,13,BVICTORIA,4,BNOTDETERMINED,104
AH5,2017,42,,AH1,0,AH1N12009,14,AH3,173,ANOTSUBTYPED,278,BYAMAGATA,11,BVICTORIA,1,BNOTDETERMINED,112
AH5,2017,43,,AH1,0,AH1N12009,26,AH3,180,ANOTSUBTYPED,364,BYAMAGATA,21,BVICTORIA,1,BNOTDETERMINED,148
AH5,2017,44,,AH1,0,AH1N12009,24,AH3,249,ANOTSUBTYPED,518,BYAMAGATA,36,BVICTORIA,3,BNOTDETERMINED,236
AH5,2017,45,,AH1,0,AH1N12009,29,AH3,315,ANOTSUBTYPED,690,BYAMAGATA,33,BVICTORIA,4,BNOTDETERMINED,252
AH5,2017,46,,AH1,0,AH1N12009,56,AH3,405,ANOTSUBTYPED,941,BYAMAGATA,61,BVICTORIA,5,BNOTDETERMINED,351
AH5,2017,47,,AH1,0,AH1N12009,41,AH3,490,ANOTSUBTYPED,1338,BYAMAGATA,60,BVICTORIA,5,BNOTDETERMINED,363
AH5,2017,48,,AH1,0,AH1N12009,61,AH3,787,ANOTSUBTYPED,1563,BYAMAGATA,108,BVICTORIA,8,BNOTDETERMINED,456
AH5,2017,49,,AH1,0,AH1N12009,72,AH3,1055,ANOTSUBTYPED,2483,BYAMAGATA,103,BVICTORIA,16,BNOTDETERMINED,858
AH5,2017,50,,AH1,0,AH1N12009,137,AH3,1515,ANOTSUBTYPED,4571,BYAMAGATA,174,BVICTORIA,36,BNOTDETERMINED,883
AH5,2017,51,,AH1,0,AH1N12009,240,AH3,2491,ANOTSUBTYPED,9256,BYAMAGATA,258,BVICTORIA,39,BNOTDETERMINED,1776
AH5,2017,52,,AH1,0,AH1N12009,279,AH3,2984,ANOTSUBTYPED,12031,BYAMAGATA,372,BVICTORIA,35,BNOTDETERMINED,2192
AH5,2018,1,,AH1,0,AH1N12009,320,AH3,3295,ANOTSUBTYPED,13057,BYAMAGATA,463,BVICTORIA,45,BNOTDETERMINED,2700
AH5,2018,2,,AH1,0,AH1N12009,393,AH3,3336,ANOTSUBTYPED,15219,BYAMAGATA,534,BVICTORIA,42,BNOTDETERMINED,3409
AH5,2018,3,,AH1,0,AH1N12009,406,AH3,2727,ANOTSUBTYPED,14832,BYAMAGATA,536,BVICTORIA,47,BNOTDETERMINED,4094
AH5,2018,4,,AH1,0,AH1N12009,540,AH3,2749,ANOTSUBTYPED,16672,BYAMAGATA,718,BVICTORIA,58,BNOTDETERMINED,5581
AH5,2018,5,,AH1,0,AH1N12009,542,AH3,2494,ANOTSUBTYPED,15234,BYAMAGATA,804,BVICTORIA,91,BNOTDETERMINED,7221
AH5,2018,6,,AH1,0,AH1N12009,544,AH3,2040,ANOTSUBTYPED,14148,BYAMAGATA,931,BVICTORIA,113,BNOTDETERMINED,8187
AH5,2018,7,,AH1,0,AH1N12009,495,AH3,1511,ANOTSUBTYPED,11395,BYAMAGATA,931,BVICTORIA,115,BNOTDETERMINED,8461
AH5,2018,8,,AH1,0,AH1N12009,306,AH3,1073,ANOTSUBTYPED,7196,BYAMAGATA,891,BVICTORIA,116,BNOTDETERMINED,6645
AH5,2018,9,,AH1,0,AH1N12009,246,AH3,588,ANOTSUBTYPED,4417,BYAMAGATA,699,BVICTORIA,88,BNOTDETERMINED,4763
AH5,2018,10,,AH1,0,AH1N12009,144,AH3,411,ANOTSUBTYPED,2922,BYAMAGATA,646,BVICTORIA,88,BNOTDETERMINED,3706
AH5,2018,11,,AH1,0,AH1N12009,188,AH3,277,ANOTSUBTYPED,2374,BYAMAGATA,542,BVICTORIA,70,BNOTDETERMINED,3558
AH5,2018,12,,AH1,0,AH1N12009,120,AH3,234,ANOTSUBTYPED,2033,BYAMAGATA,467,BVICTORIA,52,BNOTDETERMINED,3232
AH5,2018,13,,AH1,0,AH1N12009,132,AH3,220,ANOTSUBTYPED,1716,BYAMAGATA,455,BVICTORIA,62,BNOTDETERMINED,3034
AH5,2018,14,,AH1,0,AH1N12009,120,AH3,163,ANOTSUBTYPED,1139,BYAMAGATA,405,BVICTORIA,54,BNOTDETERMINED,2409
AH5,2018,15,,AH1,0,AH1N12009,101,AH3,102,ANOTSUBTYPED,903,BYAMAGATA,297,BVICTORIA,40,BNOTDETERMINED,1971
AH5,2018,16,,AH1,0,AH1N12009,51,AH3,86,ANOTSUBTYPED,595,BYAMAGATA,211,BVICTORIA,43,BNOTDETERMINED,1469
AH5,2018,17,,AH1,0,AH1N12009,56,AH3,53,ANOTSUBTYPED,473,BYAMAGATA,138,BVICTORIA,28,BNOTDETERMINED,1127
AH5,2018,18,,AH1,0,AH1N12009,40,AH3,31,ANOTSUBTYPED,348,BYAMAGATA,137,BVICTORIA,14,BNOTDETERMINED,747
AH5,2018,19,,AH1,0,AH1N12009,16,AH3,20,ANOTSUBTYPED,191,BYAMAGATA,68,BVICTORIA,6,BNOTDETERMINED,475
AH5,2018,20,,AH1,0,AH1N12009,16,AH3,10,ANOTSUBTYPED,176,BYAMAGATA,27,BVICTORIA,6,BNOTDETERMINED,246
AH5,2018,21,,AH1,0,AH1N12009,18,AH3,6,ANOTSUBTYPED,119,BYAMAGATA,20,BVICTORIA,4,BNOTDETERMINED,171
AH5,2018,22,,AH1,0,AH1N12009,8,AH3,5,ANOTSUBTYPED,76,BYAMAGATA,11,BVICTORIA,2,BNOTDETERMINED,91
AH5,2018,23,,AH1,0,AH1N12009,7,AH3,3,ANOTSUBTYPED,73,BYAMAGATA,9,BVICTORIA,3,BNOTDETERMINED,83
AH5,2018,24,,AH1,0,AH1N12009,6,AH3,3,ANOTSUBTYPED,51,BYAMAGATA,8,BVICTORIA,3,BNOTDETERMINED,67
AH5,2018,25,,AH1,0,AH1N12009,1,AH3,3,ANOTSUBTYPED,49,BYAMAGATA,6,BVICTORIA,3,BNOTDETERMINED,38
AH5,2018,26,,AH1,0,AH1N12009,2,AH3,6,ANOTSUBTYPED,57,BYAMAGATA,1,BVICTORIA,0,BNOTDETERMINED,29
AH5,2018,27,,AH1,0,AH1N12009,9,AH3,5,ANOTSUBTYPED,44,BYAMAGATA,6,BVICTORIA,0,BNOTDETERMINED,26
AH5,2018,28,,AH1,0,AH1N12009,8,AH3,9,ANOTSUBTYPED,51,BYAMAGATA,3,BVICTORIA,2,BNOTDETERMINED,14
AH5,2018,29,,AH1,0,AH1N12009,15,AH3,5,ANOTSUBTYPED,57,BYAMAGATA,4,BVICTORIA,2,BNOTDETERMINED,18
AH5,2018,30,,AH1,0,AH1N12009,9,AH3,3,ANOTSUBTYPED,52,BYAMAGATA,0,BVICTORIA,2,BNOTDETERMINED,19
AH5,2018,31,,AH1,0,AH1N12009,7,AH3,10,ANOTSUBTYPED,46,BYAMAGATA,1,BVICTORIA,0,BNOTDETERMINED,17
AH5,2018,32,,AH1,0,AH1N12009,6,AH3,8,ANOTSUBTYPED,48,BYAMAGATA,2,BVICTORIA,0,BNOTDETERMINED,23
AH5,2018,33,,AH1,0,AH1N12009,5,AH3,9,ANOTSUBTYPED,42,BYAMAGATA,2,BVICTORIA,0,BNOTDETERMINED,19
AH5,2018,34,,AH1,0,AH1N12009,17,AH3,20,ANOTSUBTYPED,83,BYAMAGATA,1,BVICTORIA,0,BNOTDETERMINED,28
AH5,2018,35,,AH1,0,AH1N12009,10,AH3,6,ANOTSUBTYPED,98,BYAMAGATA,2,BVICTORIA,0,BNOTDETERMINED,33
AH5,2018,36,,AH1,0,AH1N12009,17,AH3,17,ANOTSUBTYPED,119,BYAMAGATA,1,BVICTORIA,0,BNOTDETERMINED,53
AH5,2018,37,,AH1,0,AH1N12009,29,AH3,14,ANOTSUBTYPED,155,BYAMAGATA,5,BVICTORIA,1,BNOTDETERMINED,48
AH5,2018,38,,AH1,0,AH1N12009,22,AH3,17,ANOTSUBTYPED,160,BYAMAGATA,2,BVICTORIA,1,BNOTDETERMINED,68
AH5,2018,39,,AH1,0,AH1N12009,20,AH3,13,ANOTSUBTYPED,169,BYAMAGATA,3,BVICTORIA,0,BNOTDETERMINED,52
AH5,2018,40,,AH1,0,AH1N12009,29,AH3,11,ANOTSUBTYPED,226,BYAMAGATA,11,BVICTORIA,7,BNOTDETERMINED,71
AH5,2018,41,,AH1,0,AH1N12009,52,AH3,11,ANOTSUBTYPED,231,BYAMAGATA,5,BVICTORIA,3,BNOTDETERMINED,88
AH5,2018,42,,AH1,0,AH1N12009,52,AH3,22,ANOTSUBTYPED,324,BYAMAGATA,14,BVICTORIA,2,BNOTDETERMINED,90
AH5,2018,43,,AH1,0,AH1N12009,76,AH3,35,ANOTSUBTYPED,343,BYAMAGATA,13,BVICTORIA,0,BNOTDETERMINED,104
